ItemID,name,description,into,gold,tags,stats,from,stats_FlatHPPoolMod,stats_FlatMPPoolMod,stats_PercentHPPoolMod,stats_PercentMPPoolMod,stats_FlatHPRegenMod,stats_PercentHPRegenMod,stats_FlatMPRegenMod,stats_PercentMPRegenMod,stats_FlatArmorMod,stats_PercentArmorMod,stats_FlatPhysicalDamageMod,stats_PercentPhysicalDamageMod,stats_FlatMagicDamageMod,stats_PercentMagicDamageMod,stats_FlatMovementSpeedMod,stats_PercentMovementSpeedMod,stats_FlatAttackSpeedMod,stats_PercentAttackSpeedMod,stats_PercentDodgeMod,stats_FlatCritChanceMod,stats_PercentCritChanceMod,stats_FlatCritDamageMod,stats_PercentCritDamageMod,stats_FlatBlockMod,stats_PercentBlockMod,stats_FlatSpellBlockMod,stats_PercentSpellBlockMod,stats_FlatEXPBonus,stats_PercentEXPBonus,stats_FlatEnergyRegenMod,stats_FlatEnergyPoolMod,stats_PercentLifeStealMod,stats_PercentSpellVampMod,Rol,cs_required,waves_required,game_time
1036,Long Sword,<mainText><stats><attention>10</attention> Attack Damage</stats><br><br></mainText>,"['2015', '1053', '2019', '2021', '6670', '3133', '3004', '3035', '3044', '3051', '3155', '4003', '6690', '3077', '3123', '3134', '6699', '6671', '6692']","{'base': 350, 'purchasable': True, 'total': 350, 'sell': 245}","['Damage', 'Lane']",{'FlatPhysicalDamageMod': 10},,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,Fighter,17,3,1:24
1037,Pickaxe,<mainText><stats><attention>25</attention> Attack Damage</stats><br><br></mainText>,"['6333', '2020', '3031', '3153', '3053', '3032', '3039', '3072', '3124', '3181', '3139', '3161', '6029', '6035', '6673', '6692', '6695']","{'base': 875, 'purchasable': True, 'total': 875, 'sell': 613}",['Damage'],{'FlatPhysicalDamageMod': 25},,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,Fighter,42,7,3:30
1038,B. F. Sword,<mainText><stats><attention>40</attention> Attack Damage</stats><br><br></mainText>,"['3031', '3146', '3026', '3508', '3072', '4403', '6671', '6676']","{'base': 1300, 'purchasable': True, 'total': 1300, 'sell': 910}",['Damage'],{'FlatPhysicalDamageMod': 40},,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,Fighter,62,10,5:12
1039,Hailblade,"<mainText><stats></stats><br><br><li><passive>Sear:</passive> Damaging Monsters burns them over time.<li><passive>Chilling Path:</passive> Smiting 5 times consumes this item upgrade your Smite to <attention>Chilling Smite</attention> and increases its damage to monsters. When smiting champions Chilling Smite deals true damage and steals their Move Speed.<li><passive>Huntsman:</passive> Killing Large Monsters grants bonus experience.<li><passive>Recoup:</passive> Regen mana when in the Jungle or River. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules><br><br></mainText>",,"{'base': 350, 'purchasable': False, 'total': 350, 'sell': 140}","['LifeSteal', 'SpellVamp', 'Jungle']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,1:24
1040,Obsidian Edge,"<mainText><stats></stats><br><br><li><passive>Sear:</passive> Damaging Monsters burns them over time.<li><passive>Auto Path:</passive> Smiting 5 times consumes this item upgrade your Attack-Smite, increasing its damage to monsters.<li><passive>Huntsman:</passive> Killing Large Monsters grants bonus experience.<li><passive>Recoup:</passive> Regen mana when in the Jungle or River. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules></mainText>",,"{'base': 350, 'purchasable': True, 'total': 350, 'sell': 140}","['LifeSteal', 'SpellVamp', 'Jungle']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,1:24
1042,Dagger,<mainText><stats><attention>10%</attention> Attack Speed</stats><br><br></mainText>,"['1043', '3091', '3086', '3131', '3006', '3046', '3051', '3144', '6631', '6675', '6677']","{'base': 300, 'purchasable': True, 'total': 300, 'sell': 210}",['AttackSpeed'],{'PercentAttackSpeedMod': 0.1},,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,Marksman,14,2,1:12
1043,Recurve Bow,<mainText><stats><attention>15%</attention> Attack Speed</stats><br><br>Attacks apply bonus physical damage On-Hit.</mainText>,"['3115', '6672', '3091', '3153', '3124', '3302']","{'base': 400, 'purchasable': True, 'total': 700, 'sell': 490}","['AttackSpeed', 'OnHit']",{'PercentAttackSpeedMod': 0.15},['1042'],,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,Marksman,34,6,2:48
1052,Amplifying Tome,<mainText><stats><attention>20</attention> Ability Power</stats><br><br></mainText>,"['2420', '3145', '4642', '4637', '3916', '6656', '3113', '3147', '3802', '2508', '3108', '3116', '3124', '4635', '4630', '4632', '4644']","{'base': 400, 'purchasable': True, 'total': 400, 'sell': 280}",['SpellDamage'],{'FlatMagicDamageMod': 20},,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,Mage,19,3,1:36
1053,Vampiric Scepter,<mainText><stats><attention>15</attention> Attack Damage<br><attention>7%</attention> Life Steal</stats><br><br></mainText>,"['3153', '3072', '3074', '3139', '4403']","{'base': 550, 'purchasable': True, 'total': 900, 'sell': 630}","['Damage', 'LifeSteal']","{'FlatPhysicalDamageMod': 15, 'PercentLifeStealMod': 0.07}",['1036'],,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,0.07,,Fighter,43,7,3:36
1054,Doran's Shield,"<mainText><stats><attention>110</attention> Health</stats><br><br><passive>Enduring Focus</passive><li>Attacks deal an additional <physicalDamage>5 physical damage</physicalDamage> to minions.<li>Regenerate <healing>4 Health</healing> every 5 seconds. After taking damage from a champion, large or epic jungle monster, restores up to <healing>45 Health</healing> over 8 seconds. Restoration increases when you are low Health.</mainText>",,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}","['Health', 'HealthRegen', 'Lane']","{'FlatHPPoolMod': 110, 'FlatHPRegenMod': 0.8}",,110,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank,22,4,1:48
1055,Doran's Blade,<mainText><stats><attention>10</attention> Attack Damage<br><attention>100</attention> Health<br><attention>3.5%</attention> Life Steal</stats><br><br></mainText>,,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}","['Health', 'Damage', 'SpellVamp', 'Lane']","{'FlatHPPoolMod': 100, 'FlatPhysicalDamageMod': 10, 'PercentLifeStealMod': 0.035}",,100,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0.035,,Tank,22,4,1:48
1056,Doran's Ring,"<mainText><stats><attention>18</attention> Ability Power<br><attention>90</attention> Health</stats><br><br><passive>Restoration</passive><li>Restore Mana every second. If you can't gain Mana, regenerate Health instead.<li>Attacks deal additional damage to minions.</mainText>",,"{'base': 400, 'purchasable': True, 'total': 400, 'sell': 160}","['Health', 'Lane', 'ManaRegen', 'SpellDamage']","{'FlatHPPoolMod': 90, 'FlatMagicDamageMod': 18}",,90,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,Tank,19,3,1:36
1057,Negatron Cloak,<mainText><stats><attention>50</attention> Magic Resist</stats><br><br></mainText>,"['3091', '2504', '6665', '4401', '8020']","{'base': 450, 'purchasable': True, 'total': 900, 'sell': 630}",['SpellBlock'],{'FlatSpellBlockMod': 50},['1033'],,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,Tank,43,7,3:36
1058,Needlessly Large Rod,<mainText><stats><attention>70</attention> Ability Power</stats><br><br></mainText>,"['3157', '4645', '3146', '3102', '3089', '3128', '4403']","{'base': 1250, 'purchasable': True, 'total': 1250, 'sell': 875}",['SpellDamage'],{'FlatMagicDamageMod': 70},,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,Mage,60,10,5:00
1082,Dark Seal,"<mainText><stats><attention>15</attention> Ability Power<br><attention>50</attention> Health</stats><br><br><passive>Glory</passive><br>Kills and Assists grant stacks, gain Ability Power per stack. Lose some stacks on death.</mainText>",['3041'],"{'base': 350, 'purchasable': True, 'total': 350, 'sell': 140}","['Health', 'SpellDamage', 'Lane']","{'FlatHPPoolMod': 50, 'FlatMagicDamageMod': 15}",,50,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,Tank,17,3,1:24
1083,Cull,"<mainText><stats><attention>7</attention> Attack Damage</stats><br><br><passive>Reap</passive><li>Restore <healing>3 Health</healing> per hit.<li>Killing a lane minion grants <goldGain>1</goldGain> additional gold, up to 100. Killing 100 lane minions grants an additional <goldGain>350</goldGain> bonus gold.<br></mainText>",,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}","['Damage', 'OnHit', 'Lane']",{'FlatPhysicalDamageMod': 7},,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,Fighter,22,4,1:48
1101,Scorchclaw Pup,<mainText><stats></stats><br><br><li><passive>Jungle Companions:</passive> Summon an <font color='#DD2E2E'>Scorchclaw</font> to assist you in the jungle.<li><passive>Scorchclaw's Slash:</passive> When fully grown your companion periodically imbues your next damaging effect to <status>Slow</status> and <passive>damage</passive> enemy champions.</mainText>,,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}",['Jungle'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,1:48
1102,Gustwalker Hatchling,<mainText><stats></stats><br><br><li><passive>Jungle Companions:</passive> Summon a <font color='#38A8E8'>Gustwalker</font> to assist you while in the jungle.<li><passive>Gustwalker's Gait:</passive> When fully grown your companion grants <speed>Move Speed</speed> after entering brush or killing monsters.</mainText>,,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}",['Jungle'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,1:48
1103,Mosstomper Seedling,<mainText><stats></stats><br><br><li><passive>Jungle Companions:</passive> Summon a <font color='#1CA935'>Mosstomper</font> to assist you while in the jungle. <li><passive>Mosstomper's Courage:</passive> When fully grown your companion grants a <shield>permanent shield</shield> that regenerates either after killing monsters or out of combat. While the shield holds gain 0% Tenacity and Slow Resist.</mainText>,,"{'base': 450, 'purchasable': True, 'total': 450, 'sell': 180}",['Jungle'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,1:48
1104,Eye of the Herald,"<mainText><stats></stats><br><br><br><br><active>Active - Consume:</active> Crush the Eye of the Herald, begining the ritual to summon Rift Herald. You may click the Rift Herald after it has summoned to control how it charges. This control effect can be done once when it is summoned, and once each time a nearby enemy structure dies.</mainText>",,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Trinket', 'Active']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
126697,Hubris<br>,<mainText><stats><attention>60</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><passive>Eminence</passive><br>Gain temporary AD based on champion kills on kill.</mainText>,['127008'],"{'base': 900, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'Active', 'CooldownReduction', 'ArmorPenetration', 'AbilityHaste']",{'FlatPhysicalDamageMod': 60},"['3134', '3133']",,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,Fighter,144,24,12:00
127008,Ataraxia,"<mainText><stats><ornnBonus>75</ornnBonus> Attack Damage<br><ornnBonus>27</ornnBonus> Lethality<br><ornnBonus>20</ornnBonus> Ability Haste</stats><br><br><passive>Eminence</passive><br>When a champion that you have damaged dies, gain Attack Damage.<br><br><passive>Ego</passive><br>Killing champions creates a statue of yourself, if you already have a statue it upgrades.</mainText>",,"{'base': 0, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Damage', 'Active', 'CooldownReduction', 'ArmorPenetration', 'AbilityHaste']",{'FlatPhysicalDamageMod': 75},['126697'],,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,Fighter,144,24,12:00
1500,Penetrating Bullets,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1501,Fortification,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",['OnHit'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1502,Reinforced Armor,<mainText><stats></stats><br><br><mainText><unique>Reinforced:</unique> Reduces incoming damage by 80% and becomes immune to True Damage when no enemy minions are nearby.</mainText></mainText>,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1503,Warden's Eye,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1504,Vanguard,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1506,Reinforced Armor,"<mainText><stats></stats><br><br><mainText><unique>Reinforced:</unique> Reduces incoming damage by 66% and becomes immune to True Damage when no enemy minions are nearby.<br><unique>Regeneration: </unique>Base turrets have health regeneration, but cannot regenerate past their current segment. Base turrets are segmented at 33%, 66% and 100% health.</mainText></mainText>",,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1507,Overcharged,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1508,Anti-tower Socks,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1509,Gusto,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1510,Phreakish Gusto,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1511,Super Mech Armor,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1512,Super Mech Power Field,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1515,Turret Plating,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",['Armor'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1516,Structure Bounty,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1517,Structure Bounty,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1518,Structure Bounty,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1519,Structure Bounty,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['HealthRegen', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1520,OvererchargedHA,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'ManaRegen', 'OnHit']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1521,Fortification,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",['OnHit'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
1522,Tower Power-Up,,,"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Armor', 'Damage']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0:00
2003,Health Potion,<mainText><stats></stats><br><br><active>Active - Consume:</active> Drink the potion to restore <healing>120 Health</healing> over 15 seconds.<br><br><rules>You may carry up to 5 Health Potions.</rules></mainText>,,"{'base': 50, 'purchasable': True, 'total': 50, 'sell': 20}","['HealthRegen', 'Consumable', 'Lane', 'Jungle']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0:12
2010,Total Biscuit of Everlasting Will,<mainText><stats></stats><br><br><active>Active - Consume:</active> Eat the biscuit to restore <healing>8% missing Health</healing> and <scaleMana>Mana</scaleMana> over 5 seconds. Consuming or selling a biscuit permanently grants <scaleMana>40 maximum Mana</scaleMana>. </mainText>,,"{'base': 50, 'purchasable': False, 'total': 50, 'sell': 5}",[],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0:12
2015,Kircheis Shard,<mainText><stats><attention>15</attention> Attack Damage</stats><br><br><passive>Jolt</passive><br><keyword>Energized Attacks</keyword> deal an additional <magicDamage>50 magic damage</magicDamage>.</mainText>,['3095'],"{'base': 350, 'purchasable': False, 'total': 700, 'sell': 490}","['Damage', 'OnHit']",{'FlatPhysicalDamageMod': 15},['1036'],,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,Fighter,34,6,2:48
2019,Steel Sigil,<mainText><stats><attention>15</attention> Attack Damage<br><attention>30</attention> Armor</stats><br><br></mainText>,"['6333', '6700', '3026']","{'base': 150, 'purchasable': True, 'total': 1100, 'sell': 770}","['Armor', 'Damage']","{'FlatArmorMod': 30, 'FlatPhysicalDamageMod': 15}","['1029', '1036', '1029']",,,,,,,,,30,,15,,,,,,,,,,,,,,,,,,,,,,,Tank,53,9,4:24
2020,The Brutalizer,<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste<br><attention>5</attention> Lethality</stats><br><br></mainText>,"['6698', '6699', '6694', '6696']","{'base': 212, 'purchasable': True, 'total': 1337, 'sell': 936}","['Damage', 'CooldownReduction', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 25},"['2022', '1037']",,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,Fighter,64,11,5:20
2021,Tunneler,<mainText><stats><attention>15</attention> Attack Damage<br><attention>250</attention> Health</stats><br><br></mainText>,"['2501', '3053', '3073', '3814', '3181', '3748', '6610']","{'base': 400, 'purchasable': True, 'total': 1150, 'sell': 805}","['Health', 'Damage']","{'FlatHPPoolMod': 250, 'FlatPhysicalDamageMod': 15}","['1036', '1028']",250,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,Tank,55,9,4:36
2022,Glowing Mote,<mainText><stats><attention>5</attention> Ability Haste</stats><br><br></mainText>,"['2020', '4642', '3024', '3133', '223057', '3802', '3057', '3067', '3108', '3158', '6660']","{'base': 250, 'purchasable': True, 'total': 250, 'sell': 175}",['CooldownReduction'],{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,1:00
2031,Refillable Potion,<mainText><stats></stats><br><br><active>Active - Consume:</active> Consumes a charge to restore <healing>100 Health</healing> over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.</mainText>,['2033'],"{'base': 150, 'purchasable': True, 'total': 150, 'sell': 60}","['HealthRegen', 'Consumable', 'Active', 'Lane', 'Jungle']",{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0:36
2033,Corrupting Potion,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Consumes a charge to restore <healing>100 Health</healing> and <scaleMana>75 Mana</scaleMana> over 12 seconds. During this time, damaging Abilities and Attacks burn enemy champions for <magicDamage>15 (20 if you cannot gain Mana) magic damage</magicDamage> over 3 seconds. Holds up to 3 charges and refills upon visiting the shop.<br><br><rules>Corrupting damage is reduced to 50% when triggered by area of effect or periodic damage.</rules></mainText>",,"{'base': 350, 'purchasable': False, 'total': 500, 'sell': 200}","['Active', 'Consumable', 'HealthRegen', 'Lane', 'ManaRegen']",{},['2031'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,2:00
2049,Guardian's Amulet,"<mainText><stats><attention>15%</attention> Heal and Shield Power<br><attention>20</attention> Ability Power<br><attention>20</attention> Ability Haste</stats><br><br><passive>Recovery</passive><br>Restores <scaleMana>10 Mana</scaleMana> every 5 seconds. If you can't gain mana, restores <healing>0.6 Health</healing> instead.</mainText>",,"{'base': 500, 'purchasable': True, 'total': 500, 'sell': 250}","['SpellDamage', 'ManaRegen', 'CooldownReduction', 'Lane', 'AbilityHaste']",{'FlatMagicDamageMod': 20},,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,Mage,24,4,2:00
